date,user_id,monthly_income,monthly_expense_total,savings_rate,budget_goal,financial_scenario,credit_score,debt_to_income_ratio,loan_payment,investment_amount,subscription_services,emergency_fund,transaction_count,fraud_flag,discretionary_spending,essential_spending,income_type,rent_or_mortgage,category,cash_flow_status,financial_advice_score,financial_stress_level,actual_savings,savings_goal_met,monthly_income_outlier_flag,monthly_expense_total_outlier_flag,savings_rate_outlier_flag,net_savings,year,month,discretionary_ratio,essential_ratio,expense_income_ratio
2023-06-09,1020,5407.44,4930.48,0.37,3287.49,recession,663.0,0.49,523.72,142.87,2,1709.57,71,0,483.69,2394.04,Salary,564.47,Groceries,Positive,40.9,High,476.96,0,0,0,0,476.96000000000004,2023,6,0.09810201035193329,0.4855592153299476,0.9117956001361087
2019-06-30,1553,2931.65,2637.11,0.32,2703.08,recession,675.0,0.34,698.65,538.68,8,762.03,76,0,562.91,2834.94,Salary,1752.25,Education,Neutral,97.6,Low,294.54,0,0,0,0,294.53999999999996,2019,6,0.21345715575004454,1.0750177277398363,0.8995309808469634
2022-07-14,1550,3275.11,3754.08,0.38,1802.11,recession,711.0,0.41,393.83,233.59,8,804.64,59,0,474.3,1856.35,Freelance,1065.33,Investments,Negative,59.8,Low,0.0,0,0,0,0,-478.9699999999998,2022,7,0.12634253931722286,0.4944886630013212,1.1462454696178144
2019-09-28,1702,2981.02,1794.53,0.25,2942.05,recession,722.0,0.37,790.68,813.49,9,2026.73,49,0,267.46,2625.12,Salary,1491.65,Investments,Neutral,13.7,High,1186.49,0,0,0,0,1186.49,2019,9,0.14904181039046435,1.4628454247073048,0.6019852265332001
2023-06-09,1035,4539.13,2054.24,0.28,2903.91,recession,722.0,0.37,234.02,200.67,3,961.32,91,0,271.68,2101.08,Salary,1373.14,Education,Negative,41.5,Low,2484.89,0,0,0,0,2484.8900000000003,2023,6,0.1322532907547317,1.0228016200638679,0.45256249545617766
2021-11-16,1424,3406.61,1878.88,0.22,2730.24,recession,722.0,0.38,413.46,718.11,3,771.6,91,0,630.54,2218.15,Salary,1505.23,Healthcare,Positive,79.4,Low,1527.73,0,0,0,0,1527.73,2021,11,0.3355935450906923,1.1805703397768883,0.55153950701724
2022-04-15,1064,3680.05,4142.07,0.22,2513.04,recession,718.0,0.28,671.9,536.57,8,1391.83,61,0,552.86,2082.58,Salary,832.71,Transportation,Neutral,18.2,Low,0.0,0,0,0,0,-462.0199999999995,2022,4,0.13347432563911282,0.5027872537161371,1.125547207239032
2019-05-01,1682,3977.34,2827.05,0.14,2761.8,recession,716.0,0.27,558.88,470.95,5,1598.92,97,0,597.85,1372.83,Freelance,1406.41,Rent,Neutral,10.1,Low,1150.29,0,0,0,0,1150.29,2019,5,0.211474858951911,0.4856051360959303,0.7107891203668784
2020-05-25,1619,3910.25,2312.95,0.31,2256.79,recession,710.0,0.54,592.73,324.49,8,1198.11,91,0,417.42,3314.53,Salary,1528.43,Dining Out,Positive,76.4,Medium,1597.3,0,0,0,0,1597.3000000000002,2020,5,0.18047082729847166,1.43303141010398,0.5915094942778594
2022-10-12,1563,4973.72,3652.49,0.31,2820.11,recession,649.0,0.12,561.6,447.26,2,2082.93,94,0,372.59,2231.07,Salary,1664.58,Transportation,Positive,62.5,Low,1321.23,0,0,0,0,1321.2300000000005,2022,10,0.1020098617655353,0.6108353479407199,0.7343577845154129
2019-01-01,1352,4559.39,2823.23,0.2,2840.67,recession,724.0,0.27,581.49,156.21,8,2388.6,52,0,66.84,1151.96,Salary,1157.39,Healthcare,Positive,11.1,Medium,1736.16,0,0,0,0,1736.1600000000003,2019,1,0.023675010537575758,0.4080291014192963,0.6192122191784427
2021-01-20,1280,4168.25,2175.41,0.2,2758.64,recession,654.0,0.54,396.52,606.66,9,353.3,74,0,416.75,2300.51,Salary,1417.37,Education,Positive,99.7,Low,1992.84,0,0,0,0,1992.8400000000001,2021,1,0.19157308277520102,1.0575064010922082,0.5219000779703712
2019-05-01,1203,2774.04,3265.47,0.26,3025.18,recession,722.0,0.4,749.97,231.8,6,1264.35,28,0,0.0,2114.77,Freelance,300.0,Entertainment,Positive,38.1,High,0.0,0,0,0,0,-491.42999999999984,2019,5,0.0,0.6476158102815215,1.1771531773153956
2019-11-27,1784,2669.1,2938.03,0.07,3185.65,recession,752.0,0.35,543.29,266.77,1,566.61,86,0,398.49,3643.11,Mixed,1377.98,Utilities,Positive,87.9,Medium,0.0,0,0,0,0,-268.9300000000003,2019,11,0.135631698791367,1.2399839348134634,1.1007568094114122
2021-12-16,1794,5273.97,2583.11,0.16,3373.36,recession,602.0,0.44,426.18,621.56,7,898.01,71,0,547.92,2573.98,Salary,1370.0,Transportation,Positive,72.8,Medium,2690.86,0,0,0,0,2690.86,2021,12,0.2121164023212329,0.9964655008884639,0.48978473521844074
2022-03-16,1373,5903.16,3950.83,0.07,3177.92,recession,729.0,0.28,473.94,154.62,2,861.84,58,0,415.01,2607.33,Salary,961.07,Education,Neutral,12.5,Low,1952.33,0,0,0,0,1952.33,2022,3,0.10504375030056975,0.6599448723432798,0.6692737449095061
2022-03-16,1237,4806.25,2769.27,0.19,3270.08,recession,649.0,0.44,475.72,542.84,2,430.11,69,0,661.63,1839.33,Salary,1267.28,Transportation,Positive,21.6,Low,2036.98,0,0,0,0,2036.98,2022,3,0.23891855976484777,0.6641930905978832,0.5761810143042913
2022-06-14,1329,4218.27,820.0,0.35,2965.9,recession,734.0,0.12,810.22,494.32,2,908.43,44,0,494.03,2016.34,Salary,1659.82,Rent,Positive,53.5,Medium,3398.27,1,0,1,0,3398.2700000000004,2022,6,0.6024756097560975,2.458951219512195,0.19439248791566208
2023-05-10,1236,3926.44,2339.91,0.34,3052.81,recession,618.0,0.47,221.04,499.32,7,385.63,32,0,403.51,2459.95,Mixed,495.0,Groceries,Positive,50.3,Low,1586.53,0,0,0,0,1586.5300000000002,2023,5,0.1724468035095367,1.0513011184190846,0.5959367773351941
2019-08-29,1856,3839.81,3850.24,0.39,3066.87,recession,738.0,0.37,36.38,269.63,2,1677.24,89,0,434.05,1000.0,Salary,1415.55,Dining Out,Neutral,24.5,High,0.0,0,0,0,0,-10.429999999999836,2019,8,0.11273323221409576,0.2597240691489362,1.0027162802326157
2021-01-20,1994,4597.41,3524.85,0.38,2786.29,recession,720.0,0.41,137.21,480.19,1,373.12,38,0,661.53,1490.51,Freelance,1428.58,Insurance,Negative,10.1,Low,1072.56,0,0,0,0,1072.56,2021,1,0.18767607132218392,0.42285771025717406,0.7667034264944828
2020-07-24,1023,5855.6,4442.22,0.27,2154.22,recession,656.0,0.17,308.5,48.33,3,1645.94,39,0,475.13,2031.58,Salary,1580.39,Dining Out,Neutral,73.6,Low,1413.38,0,0,0,0,1413.38,2020,7,0.10695778237007622,0.45733439586513047,0.7586276384998976
2020-06-24,1068,2030.17,3011.2,0.33,2429.85,recession,732.0,0.13,208.77,266.76,8,1413.98,20,0,574.5,1056.51,Salary,737.96,Utilities,Neutral,81.3,Low,0.0,0,0,0,0,-981.0299999999997,2020,6,0.19078772582359194,0.35086012221041446,1.4832255426885432
2023-01-10,1189,3817.12,2275.46,0.3,3407.94,recession,663.0,0.31,663.54,753.28,4,1090.75,36,0,373.78,1668.66,Salary,330.13,Healthcare,Neutral,27.3,Low,1541.66,0,0,0,0,1541.6599999999999,2023,1,0.1642656869380257,0.7333286456364867,0.5961195875424404
2020-03-26,1593,5499.2,1964.02,0.11,2143.61,recession,698.0,0.51,621.69,275.75,2,773.32,87,0,184.18,2671.26,Salary,1483.48,Investments,Positive,44.9,High,3535.18,1,0,0,0,3535.18,2020,3,0.09377704911355282,1.3600981660064562,0.3571464940354961
2022-03-16,1029,3933.14,2949.17,0.3,2529.63,recession,706.0,0.35,558.03,718.47,3,942.69,45,0,171.36,1517.5,Salary,684.91,Insurance,Positive,7.2,Medium,983.97,0,0,0,0,983.9699999999998,2022,3,0.05810448363437849,0.5145515517925382,0.7498258388971661
2022-12-11,1912,3316.71,3070.05,0.34,3329.33,recession,631.0,0.57,712.89,631.7,4,1392.2,69,0,444.09,2139.53,Salary,1282.22,Dining Out,Neutral,41.3,Low,246.66,0,0,0,0,246.65999999999985,2022,12,0.14465236722528949,0.6969039592189052,0.9256311224074459
2022-06-14,1177,5721.48,3148.92,0.4,2747.68,recession,732.0,0.6,906.09,386.99,1,756.11,73,0,541.63,1483.51,Salary,1815.94,Utilities,Positive,46.2,High,2572.56,0,0,0,0,2572.5599999999995,2022,6,0.17200500489056564,0.4711170814120397,0.550368086578997
2022-01-15,1880,2884.27,3415.61,0.2,2739.26,recession,631.0,0.19,672.31,394.98,8,696.64,55,0,476.4,1632.41,Salary,1299.85,Entertainment,Positive,10.2,High,0.0,0,0,0,0,-531.3400000000001,2022,1,0.13947728224241057,0.4779263440498183,1.1842199239322255
2021-02-19,1305,5119.62,2825.89,0.21,2178.57,recession,701.0,0.21,609.7,711.62,2,1477.3,97,0,788.11,2791.94,Mixed,1838.38,Groceries,Neutral,27.5,High,2293.73,1,0,0,0,2293.73,2021,2,0.27888912873466415,0.9879860857995181,0.5519726073419512
